pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,abs_vmag,sy_jmag,abs_jmag,sy_kmag,abs_kmag,sy_tmag,sy_kepmag,sy_gaiamag,abs_gaiamag,st_parallax_mas,st_rv,st_e_rv,st_rv_source,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,bj_dist_pc,bj_dist_pc_lo,bj_dist_pc_hi,ruwe,ruwe_quality,gaia_aen,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
WASP-10 b,WASP-10,1909762228985058944,1909762228985058944,431701493,,348.9930457,31.4627508,12.413,6.66464873415515,10.603,4.85464873415515,9.983,4.23464873415515,11.5189,,12.1739,6.42554873415515,7.07174209955667,-12.0765476226807,0.651057183742523,Gaia,4675.0,4.627,0.03,0.75,0.698,K5 V,-0.64029,,,,11.91,141.146545410156,140.903091430664,141.414047241211,1.04154086112976,LO,0.0686483681201935,3.0927616,12.106,2.2271,SuperWASP,2008,WASP
WASP-151 b,WASP-151,2657135741633337088,2657135741633337088,262662119,,349.0634651,0.3066895,12.821,4.53291024893826,11.545,3.25691024893826,11.187,2.89891024893826,12.1796,12.67,12.6278,4.33971024893826,2.17034151103249,-13.0121822357178,1.5872768163681,Gaia,5871.0,4.35,0.1,1.081,1.181,G1,0.14485,5.5,1.3,-1.3,,454.587982177734,450.39990234375,458.329925537109,1.00039291381836,LO,0.058155432343483,4.5334775,13.30506009,3.6643,SuperWASP-South,2017,WASP
K2-416 b,K2-416,2632278807386060288,2632278807386060288,301132473,,349.2211822,-5.2015032,14.794,9.39149067930268,11.585,6.18249067930268,10.734,5.33149067930268,12.8964,,13.9468,8.54429067930268,8.26371102022416,-10.5068941116333,3.36048078536987,Gaia,3746.0,4.691,,0.548,0.554,M V,-1.27003,,,,,120.365455627441,120.05640411377,120.681518554688,1.09760701656342,LO,0.0368862897157669,13.102,2.66,2.77,K2,2023,K2
TOI-238 b,TOI-238,2405081733281425280,2405081733281425280,9006668,,349.2310814,-18.6066463,10.748,6.23322237593221,9.214,4.69922237593221,8.598,4.08322237593221,9.926601,,10.4883,5.97352237593221,12.4747130159523,-13.4087018966675,0.2872394323349,Gaia,5059.0,4.58,-0.114,0.781,0.756,K2 V,-0.47083,4.3,3.8,-3.8,26.0,79.9752349853516,79.8709259033203,80.0649871826172,0.865098237991333,LO,0.0654060393571854,1.273099,1.559,1.587,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-238 c,TOI-238,2405081733281425280,2405081733281425280,9006668,,349.2310814,-18.6066463,10.748,6.23322237593221,9.214,4.69922237593221,8.598,4.08322237593221,9.926601,,10.4883,5.97352237593221,12.4747130159523,-13.4087018966675,0.2872394323349,Gaia,5059.0,4.577,-0.114,0.79,0.733,K2V,-0.47083,4.3,3.8,-3.8,26.0,79.9752349853516,79.8709259033203,80.0649871826172,0.865098237991333,LO,0.0654060393571854,8.465651,2.18,,Multiple Observatories,2024,Other
K2-285 c,K2-285,2657374606238804992,2657374606238804992,262715204,,349.3843458,1.3001522,12.075,6.13034407027022,10.477,4.53234407027022,9.971,4.02634407027022,11.2451,11.665,11.804,5.85934407027022,6.43679215011944,15.3610095977783,0.7666255235672,Gaia,4975.0,4.4,0.0,0.83,0.787,K2 V,-0.42183,,,,,154.500961303711,154.073501586914,154.868576049805,0.86706531047821,LO,0.0553872808814049,7.138048,3.53,2.52,K2,2018,K2
K2-285 e,K2-285,2657374606238804992,2657374606238804992,262715204,,349.3843458,1.3001522,12.075,6.13034407027022,10.477,4.53234407027022,9.971,4.02634407027022,11.2451,11.665,11.804,5.85934407027022,6.43679215011944,15.3610095977783,0.7666255235672,Gaia,4975.0,4.4,0.0,0.83,0.787,K2 V,-0.42183,,,,,154.500961303711,154.073501586914,154.868576049805,0.86706531047821,LO,0.0553872808814049,14.76289,1.95,2.3,K2,2018,K2
K2-285 b,K2-285,2657374606238804992,2657374606238804992,262715204,,349.3843458,1.3001522,12.075,6.13034407027022,10.477,4.53234407027022,9.971,4.02634407027022,11.2451,11.665,11.804,5.85934407027022,6.43679215011944,15.3610095977783,0.7666255235672,Gaia,4975.0,4.4,0.0,0.83,0.787,K2 V,-0.42183,,,,,154.500961303711,154.073501586914,154.868576049805,0.86706531047821,LO,0.0553872808814049,3.471745,2.59,2.18,K2,2018,K2
K2-285 d,K2-285,2657374606238804992,2657374606238804992,262715204,,349.3843458,1.3001522,12.075,6.13034407027022,10.477,4.53234407027022,9.971,4.02634407027022,11.2451,11.665,11.804,5.85934407027022,6.43679215011944,15.3610095977783,0.7666255235672,Gaia,4975.0,4.4,0.0,0.83,0.787,K2 V,-0.42183,,,,,154.500961303711,154.073501586914,154.868576049805,0.86706531047821,LO,0.0553872808814049,10.45582,2.48,2.504,K2,2018,K2
HD 219666 b,HD 219666,6492940453524576128,6492940453524576128,266980320,HD 219666,349.5592665,-56.9039857,9.809,4.94424865903035,8.557,3.69224865903035,8.158,3.29324865903035,9.179,,9.64956,4.78480865903035,10.6224431787524,-19.9353294372559,0.141257092356682,Gaia,5540.0,4.4,0.04,1.02,1.059,G5 V,-0.0278,,,,,93.9615707397461,93.8490295410156,94.0652847290039,0.964026212692261,LO,0.0799584239721298,6.034468,4.898,2.158,Transiting Exoplanet Survey Satellite (TESS),2018,TESS
WASP-59 b,WASP-59,2841043011433969152,2841043011433969152,91051152,,349.6229547,24.889277,12.659,7.33831950772849,10.44,5.11931950772849,9.723,4.40231950772849,11.5549,,12.3142,6.99351950772849,8.6177642147355,-57.0693664550781,0.437036663293839,Gaia,4650.0,4.72,-0.15,0.719,0.613,K5 V,-0.79407,0.5,0.7,-0.4,,115.914054870605,115.734092712402,116.122497558594,1.05857622623444,LO,0.0552735812962055,7.919585,8.687,2.448,SuperWASP,2012,WASP
L 168-9 b,L 168-9,6491962300492857472,6491962296196145664,234994474,,350.0285917,-60.0657292,11.005,9.00105244362231,7.941,5.93705244362231,7.082,5.07805244362231,9.22978,,10.2316,8.22765244362231,39.7112890710876,29.4384784698486,0.20711250603199,Gaia,3842.0,4.84,-0.03,0.614,0.604,M0.5 V,-1.14086,,,,29.0,25.1645698547363,25.1493263244629,25.1777572631836,1.17858791351318,LO,0.214530393481255,1.40152604,1.63,1.02,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
K2-417 b,K2-417,2437684039751295744,2437684039751295744,49592509,,350.1417675,-10.0365901,13.909,9.0525289316502,10.908,6.0515289316502,10.06,5.2035289316502,12.1559,,13.1533,8.2968289316502,10.6409322062899,18.1975536346436,0.781181395053864,Gaia,3861.0,4.67,,0.569,0.5776,M V,-1.20204,,,,,93.6039581298828,93.4601669311523,93.7192153930664,1.07381093502045,LO,0.0,6.535,3.31,2.07,K2,2023,K2
K2-141 b,K2-141,2643952940813536768,2643952940813536768,301235044,,350.9170464,-1.1891827,11.454,7.49805930243068,9.086,5.13005930243068,8.401,4.44505930243068,10.0298,10.619,10.7217,6.76575930243068,16.1302939368573,-3.13901472091675,0.197765201330185,Gaia,4570.0,4.62,0.0,0.708,0.681,K7 V,-0.75,6.3,6.6,-4.7,15.17,61.8284187316895,61.7597007751465,61.914005279541,1.28918433189392,LO,0.115689314901829,0.2803244,1.51,0.94,K2,2018,K2
K2-141 c,K2-141,2643952940813536768,2643952940813536768,301235044,,350.9170464,-1.1891827,11.454,7.49805930243068,9.086,5.13005930243068,8.401,4.44505930243068,10.0298,10.619,10.7217,6.76575930243068,16.1302939368573,-3.13901472091675,0.197765201330185,Gaia,4570.0,4.62,0.0,0.708,0.681,K7 V,-0.75,6.3,6.6,-4.7,15.17,61.8284187316895,61.7597007751465,61.914005279541,1.28918433189392,LO,0.115689314901829,7.7485,7.0,,K2,2018,K2
K2-329 b,K2-329,2632880927441296640,2632880927441296640,301258470,,351.1353785,-5.1641451,12.697,5.87062962577165,11.174,4.34762962577165,10.668,3.84162962577165,11.9039,12.463,12.4462,5.61982962577165,4.29183262347894,-19.0310001373291,1.73544490337372,Gaia,5282.0,4.566,0.098,0.901,0.822,,-0.32514,1.8,2.2,-1.3,,231.885757446289,231.334259033203,232.490676879883,1.00342226028442,LO,0.0502091757953167,12.4551225,8.675766,3.621,K2,2020,K2
TOI-329 b,TOI-329,2407507535105410944,2407507535105410944,169765334,,351.3210955,-15.6346313,11.262,4.00631222919757,10.075,2.81931222919757,9.677,2.42131222919757,10.6929,,11.1536,3.89791222919757,3.50089980743556,-70.5743408203125,0.440121799707413,Gaia,5614.0,4.092,0.205,1.0678,1.5326,,0.3251,8.7,1.0,-1.0,,282.577484130859,280.564117431641,284.714569091797,1.04305922985077,LO,0.130828157067299,5.70439,4.94057819,4.2082686,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-293 b,K2-293,2632493590110613760,2632493590110613760,49679172,,351.6064952,-6.0279068,13.44,5.46564044257099,11.959,3.98464044257099,11.544,3.56964044257099,12.6577,13.171,13.1611,5.18674044257099,2.50304192658597,-11.0014324188232,1.89880895614624,Gaia,5532.0,4.52,0.218,0.958,0.947,,-0.18023,,,,,393.434020996094,389.84539794921903,396.920104980469,0.967881202697754,LO,0.0,13.1225,2.45,3.98,K2,2019,K2
K2-326 b,K2-326,2645727449501559680,2645727449501559680,422487869,,351.612262,1.3375909,15.982,8.73165184779687,12.977,5.72665184779687,12.091,4.84065184779687,14.1516,14.867,15.0082,7.75785184779687,3.50306335295339,-15.7072868347168,8.44425868988037,Gaia,3924.0,4.462,,0.507,0.688,,-0.97833,,,,,281.883483886719,279.135040283203,284.399841308594,1.01581466197968,LO,0.0241790190339088,1.256,2.28,,K2,2020,K2
K2-414 c,K2-414,2634046753364013440,2634046753364013440,301288279,,351.6361913,-4.6066569,14.289,7.24883961437926,12.184,5.14383961437926,11.438,4.39783961437926,13.2051,13.977,13.9384,6.89823961437926,3.86186037528947,4.93751335144043,2.1846227645874,Gaia,4343.0,4.621,-0.102,0.814,0.732,,-0.70538,,,,,255.877487182617,254.839294433594,257.043518066406,1.01309251785278,LO,0.0,6.669,1.9287,,K2,2022,K2
K2-414 b,K2-414,2634046753364013440,2634046753364013440,301288279,,351.6361913,-4.6066569,14.289,7.24883961437926,12.184,5.14383961437926,11.438,4.39783961437926,13.2051,13.977,13.9384,6.89823961437926,3.86186037528947,4.93751335144043,2.1846227645874,Gaia,4343.0,4.621,-0.102,0.814,0.732,,-0.70538,,,,,255.877487182617,254.839294433594,257.043518066406,1.01309251785278,LO,0.0,4.3696,1.219,,K2,2022,K2
GJ 9827 d,GJ 9827,2643842302456085888,2643842302456085888,301289516,,351.7717763,-1.2853435,10.37,8.01254021041956,7.984,5.62654021041956,7.193,4.83554021041956,9.0684,10.277,9.83773,7.48027021041956,33.7246601117464,32.0139999389648,0.270241647958756,Gaia,4236.0,4.7,-0.29,0.62,0.58,K7 V,-1.00436,5.465,4.058,-4.058,28.16,29.6136512756348,29.6009960174561,29.6301651000977,0.861470520496368,LO,0.0606030337512493,6.20183,1.98,1.2264,K2,2017,K2
GJ 9827 c,GJ 9827,2643842302456085888,2643842302456085888,301289516,,351.7717763,-1.2853435,10.37,8.01254021041956,7.984,5.62654021041956,7.193,4.83554021041956,9.0684,10.277,9.83773,7.48027021041956,33.7246601117464,32.0139999389648,0.270241647958756,Gaia,4236.0,4.719,-0.29,0.62,0.58,K7 V,-1.00436,5.465,4.058,-4.058,28.16,29.6136512756348,29.6009960174561,29.6301651000977,0.861470520496368,LO,0.0606030337512493,3.648103,1.13,1.8264,K2,2017,K2
GJ 9827 b,GJ 9827,2643842302456085888,2643842302456085888,301289516,,351.7717763,-1.2853435,10.37,8.01254021041956,7.984,5.62654021041956,7.193,4.83554021041956,9.0684,10.277,9.83773,7.48027021041956,33.7246601117464,32.0139999389648,0.270241647958756,Gaia,4236.0,4.719,-0.29,0.62,0.58,K7 V,-1.00436,5.465,4.058,-4.058,28.16,29.6136512756348,29.6009960174561,29.6301651000977,0.861470520496368,LO,0.0606030337512493,1.208974,1.44,1.25976,K2,2017,K2
TOI-1630.01,TOI-1630,2233231540491361408,2233231540491361408,317597583,,352.0166759,75.5526069,9.624,5.52870372214615,8.357,4.26170372214615,7.915,3.81970372214615,8.9943,,9.48188,5.38658372214615,15.1498030459504,17.2407188415527,0.192751154303551,Gaia,5504.0,4.58,,0.95,0.83,,-0.26764,,,,,65.926383972168,65.8811950683594,65.9803085327148,0.941595017910004,LO,0.0751286372542381,12.055734733,2.417,2.0871,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-294 b,K2-294,2438623297559630592,2438623297559630592,49709169,,352.0516724,-7.6037856,12.649,4.88754847438091,11.268,3.50654847438091,10.859,3.09754847438091,11.905,12.392,12.37,4.60854847438091,2.77604490208868,39.8972244262695,1.26425349712372,Gaia,5612.0,4.2,0.194,0.987,1.2,,0.08751,,,,,356.689483642578,355.397888183594,358.425354003906,0.88570111989975,LO,0.0302451159805059,2.50387,1.66,2.6,K2,2019,K2
TOI-181 b,TOI-181,6552346035980010624,6552346035980010624,76923707,,352.1725409,-34.4914099,11.191,6.27800707803053,9.627,4.71400707803053,9.047,4.13400707803053,10.4654,,11.0857,6.17270707803053,10.383696150115,-5.06250190734863,0.408315777778626,Gaia,4994.0,4.608,0.272,0.822,0.745,K,-0.52578,5.4,4.9,-4.9,,96.0723876953125,95.8792037963867,96.2257766723633,0.883829653263092,LO,0.0753709375858307,4.532,6.9559,1.99,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-1518 b,TOI-1518,2210596444367488384,2210596444367488384,427761355,,352.2675207,67.0348062,8.952,2.15994476247865,8.429,1.63694476247865,8.325,1.53294476247865,8.75127,,8.89529,2.10323476247865,4.36720372027043,-10.2191772460938,0.350907325744629,Gaia,7300.0,4.1,-0.1,1.79,1.95,F0,1.46168,,,,,228.250137329102,227.585815429688,228.918228149414,0.971978068351746,LO,0.113288283348084,1.902603,21.01683881,2.3653693,Multiple Observatories,2021,Other
K2-388 b,K2-388,2433621314222365312,2433621314222365312,49735922,,352.7139342,-11.0773564,12.861,5.47996927392132,11.401,4.01996927392132,10.931,3.54996927392132,12.1093,12.614,12.6357,5.25466927392132,3.31759219706011,-6.04012250900269,2.91418051719666,Gaia,5310.0,4.42,0.24,0.93,0.91,G8,-0.21167,,,,,299.368530273438,297.588043212891,301.289184570313,1.08678758144379,LO,0.0746389925479889,6.33932,3.9,3.02,K2,2022,K2
HD 221416 b,HD 221416,2388463203438164096,2388463203438164096,441462736,HD 221416,353.0331863,-21.8012007,8.15,3.259989569689,6.568,1.677989569689,6.043,1.152989569689,7.3566,,7.90776,3.017749569689,10.4789948907206,25.1295890808105,0.142564594745636,Gaia,5080.0,3.584,-0.08,1.212,2.943,K0 IV/V,0.71181,4.9,1.1,-1.1,,95.0609359741211,94.7722473144531,95.3819961547852,1.01288974285126,LO,0.127858892083168,14.2767,9.17,8.6972718,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
TOI-251 b,TOI-251,6539037542941988736,6539037542941988736,224225541,,353.0620655,-37.2558629,9.887,4.87067557273508,8.766,3.74967557273508,8.426,3.40967557273508,9.3258,,9.75411,4.73778557273508,9.90057597583032,-1.51575112342834,0.360614895820618,Gaia,5875.0,4.56,-0.106,1.036,0.881,,-0.0804,0.18,0.14,-0.14,3.84,100.754600524902,100.600372314453,100.90518951416,0.958845674991608,LO,0.0762095451354981,4.93777,2.74,2.232,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-237 b,TOI-237,2329387852426700800,2329387852426700800,305048087,,353.2435381,-29.416487,16.37,13.4595706020166,11.74,8.82957060201656,10.896,7.98557060201656,13.4102,,14.754,11.8435706020166,26.1175151961605,,,,3212.0,5.04,,0.179,0.211,M4.5 V,-2.38722,4.5,,,102.0,38.2019805908203,38.158687591552706,38.2648048400879,1.0682669878006,LO,0.0448147505521774,5.436098,1.44,1.5419673,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-333 b,TOI-333,6535747220036134272,6535747220036134272,224245334,,353.3574989,-41.1715206,12.205,4.48718018473609,10.982,3.26418018473609,10.678,2.96018018473609,11.5166,,11.8993,4.18148018473609,2.82468740212485,0.455727905035019,0.729977607727051,Gaia,6241.0,4.41,0.01,1.2,1.1,,0.21559,1.0,,,9.01,349.593994140625,347.579620361328,351.860504150391,1.33923721313477,LO,0.124335668981075,3.7852503,4.26,3.2,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
K2-413 b,K2-413,2439890557725244800,2439890557725244800,423610130,,353.4175668,-7.6120272,15.013,7.68223698307747,12.644,5.31323698307747,11.86,4.52923698307747,13.7731,14.557,14.5773,7.24653698307747,3.3732353095501,31.1529083251953,3.21297693252563,Gaia,4116.0,4.656,-0.205,0.808,0.7,,-0.83322,,,,,292.518005371094,290.818572998047,294.573669433594,1.16021776199341,LO,0.060531310737133,0.8094,0.7599,,K2,2022,K2
K2-413 c,K2-413,2439890557725244800,2439890557725244800,423610130,,353.4175668,-7.6120272,15.013,7.68223698307747,12.644,5.31323698307747,11.86,4.52923698307747,13.7731,14.557,14.5773,7.24653698307747,3.3732353095501,31.1529083251953,3.21297693252563,Gaia,4116.0,4.656,-0.205,0.808,0.7,,-0.83322,,,,,292.518005371094,290.818572998047,294.573669433594,1.16021776199341,LO,0.060531310737133,5.3301,1.2327,,K2,2022,K2
WASP-4 b,WASP-4,6535499658122055552,6535499658122055552,402026209,,353.5629149,-42.0617794,12.483,5.3126114670742,11.179,4.0086114670742,10.746,3.5756114670742,11.8295,,12.3162,5.1458114670742,3.66226995708545,57.6084098815918,0.761047959327698,Gaia,5436.0,4.472,-0.05,0.899,0.912,G8,-0.17897,,,,22.2,271.692535400391,270.603485107422,272.887725830078,1.05294036865234,LO,0.0629181042313576,1.338230994,15.12091496,2.16648,SuperWASP,2007,WASP
WASP-28 b,WASP-28,2641087471777046016,2641087471777046016,398572544,,353.6162694,-1.5799849,12.274,4.62951727548438,11.078,3.43351727548438,10.732,3.08751727548438,11.6238,11.933,12.0286,4.38411727548438,2.92151847332272,25.195821762085,1.08414459228516,Gaia,6084.0,4.37,-0.2,0.993,1.083,F8,0.15,5.5,2.6,-2.6,,337.984313964844,336.072235107422,339.635498046875,0.9903205037117,LO,0.0579119808971882,3.40883495,13.66374747,3.2388,SuperWASP,2014,WASP
K2-325 b,K2-325,2439222638771000448,2439222638771000448,8918021,,353.9169507,-7.6867213,17.77,12.5330287380895,13.177,7.94002873808952,12.352,7.11502873808952,14.8139,16.278,16.137,10.9000287380895,8.91495805005751,-11.635052,0.048073173,APOGEE,3287.0,4.84,,0.274,0.298,,-2.04801,,,,,111.530654907227,110.751571655273,112.263877868652,1.09781229496002,LO,0.108719684183598,6.93,2.2,,K2,2020,K2
HIP 116454 b,HIP 116454,2645940376800212096,2645940376800212096,422618449,,353.9543517,0.4447043,10.19,6.21121324469123,8.604,4.62521324469123,8.029,4.05021324469123,9.3742,9.507,9.93208,5.95329324469123,15.9695977151655,-3.19470191001892,0.196058973670006,Gaia,5048.0,4.582,0.0,0.8,0.758,K1,-0.47314,5.5,5.0,-3.9,,62.482349395752,62.3700332641602,62.5752639770508,1.01173639297485,LO,0.0919695794582367,9.1004157,2.469,2.431,K2,2014,K2
WASP-173 A b,WASP-173 A,2323985539482908416,2323985539482908416,77031414,,354.1686959,-34.6113042,11.15,4.30641739574645,10.374,3.53041739574645,10.002,3.15841739574645,10.9571,,11.3975,4.55391739574645,4.2443413404097505,-8.82696533203125,0.520459234714508,Gaia,5800.0,4.37,0.16,1.05,1.11,G3,0.08279,6.78,2.93,-2.93,8.4,233.731109619141,232.673095703125,234.648666381836,1.06121742725372,LO,0.139379099011421,1.38665318,13.4508,2.2968,SuperWASP-South,2018,WASP
TOI-1422 b,TOI-1422,1920333449169516288,1920333449169516288,333473672,,354.240829,39.6392793,10.622,4.67654707442365,9.585,3.63954707442365,9.19,3.24454707442365,10.1308,,10.5521,4.60664707442365,6.44179966479496,-26.1735649108887,0.246532052755356,Gaia,5840.0,4.412,-0.028,0.9903,1.019,G2 V,0.04766,,,,,154.557678222656,154.285919189453,154.926330566406,1.04559671878815,LO,0.0834901481866837,12.99894,3.83,4.46,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1422 c,TOI-1422,1920333449169516288,1920333449169516288,333473672,,354.240829,39.6392793,10.622,4.67654707442365,9.585,3.63954707442365,9.19,3.24454707442365,10.1308,,10.5521,4.60664707442365,6.44179966479496,-26.1735649108887,0.246532052755356,Gaia,5840.0,4.412,-0.028,0.9903,1.019,G2 V,0.04766,,,,,154.557678222656,154.285919189453,154.926330566406,1.04559671878815,LO,0.0834901481866837,34.5633,2.61,6.12,Roque de los Muchachos Observatory,2025,Other
K2-392 b,K2-392,2439238852271933568,2439238852271933568,8963531,,354.6499065,-7.4788816,12.922,4.95768958737191,11.603,3.63868958737191,11.238,3.27368958737191,12.2338,12.719,12.6795,4.71518958737191,2.528753271456,-23.3463191986084,1.85777449607849,Gaia,5726.0,4.314,-0.238,0.841,1.058,G3,0.04791,,,,,391.61749267578097,388.511749267578,394.163726806641,1.19582319259644,LO,0.093369372189045,15.398723,1.85,3.5,K2,2022,K2
TOI-1758 b,TOI-1758,2232494455385669760,2232494455384800768,367858035,,354.741581,75.6852317,10.794,5.88785212005186,9.315,4.40885212005186,8.811,3.90485212005186,10.0907,,10.6252,5.71905212005186,10.4195481964497,-28.3095073699951,0.222057089209557,Gaia,5169.0,4.53,-0.02,0.88,0.81,,-0.37263,,,,,95.77001953125,95.6816635131836,95.8386993408203,0.863670706748962,LO,0.0519918501377106,20.705074685,3.62,3.6727,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HAT-P-6 b,HAT-P-6,1925321658551399040,1925321658546436352,176899385,,354.7740917,42.4659866,10.469,3.29471803584539,9.558,2.38371803584539,9.313,2.13871803584539,9.995771,,10.3056,3.13131803584539,3.64589227129778,-21.667308807373,0.339851081371307,Gaia,6570.0,4.22,-0.13,1.79,1.62,,0.55267,,,,,272.180114746094,270.53173828125,273.941375732422,1.26525962352753,LO,0.186689481139183,3.85298,16.58932,3.5064,HATNet,2007,HAT
DS Tuc A b,DS Tuc A,6387058411482257536,6387058411482257536,410214986,HD 222259 A,354.9154673,-69.196043,8.17,4.94529666613283,7.122,3.89729666613283,6.676,3.45129666613283,7.8541,,8.31926,5.09455666613283,22.6367466385742,7.12836790084839,0.276696085929871,Gaia,5428.0,4.6,0.0,1.01,0.964,G6 V,-0.13966,0.045,0.004,-0.004,2.85,44.1510124206543,44.1251220703125,44.1764945983887,0.912623763084412,LO,0.0890388712286949,8.138268,5.7,3.1764,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
K2-389 c,K2-389,2435647095676990592,2435647095676990592,9030096,,355.6304152,-9.7135814,11.827,4.7486551887833,10.512,3.4336551887833,10.184,3.1056551887833,11.1312,11.636,11.5697,4.4913551887833,3.80199917775794,17.2025527954102,0.689054071903229,Gaia,5782.0,4.273,-0.034,0.802,1.084,G3,0.10644,,,,,260.416778564453,258.998443603516,261.510559082031,1.05844604969025,LO,0.102585807442665,20.851337,2.04,5.2,K2,2022,K2
