hostname,tic_id,mass,age_yr,feh,av,chi2_phot,chi2_prior,chi2_total,chi2_reduced,n_obs_bands,distance_pc,model_G,model_BP,model_RP,model_J,model_H,model_K,model_W1
Kepler-1564,159395366,0.9272086924956148,6626645879.611548,0.4504181838226545,0.09393048706729912,42.92672107470431,0.3042486393807184,43.23096971408503,14.410323238028342,7,887.178039550781,5.207411659495957,5.609938133130417,4.625297592495127,3.9505091593013324,3.5607747608411193,3.4630589147579234,3.430289785300173
Kepler-897,290005350,1.131652149784108,4231530109.4077177,0.38722660262798925,0.43590196391818414,0.4314225601116467,0.13391879641512897,0.5653413565267756,0.18844711884225854,7,1458.29724121094,4.246136423773371,4.64372002022282,3.694133400532773,3.0678235776449068,2.7436486188318217,2.6442226618599225,2.612578802383144
Kepler-1486,159439931,1.1550040647989108,4004165283.7235627,0.21722316329243913,0.34052731774552153,4.597797171340863,0.07756574536663008,4.675362916707494,1.5584543055691646,7,1758.9755859375,4.054223246618715,4.410234171051069,3.541057764392439,2.969229511255852,2.684023399860641,2.5961511791339458,2.565815347254328
Kepler-915,159396818,1.2012446280928064,3401013114.151628,0.19824908028023916,0.05245115798847832,0.23054268707048958,0.014396414533569015,0.2449391016040586,0.08164636720135286,7,827.351867675781,3.643960681397593,3.9142768184701366,3.2019882465001577,2.755308835557852,2.5179935766542085,2.45078881188516,2.4222713102656126
Kepler-1054,159441326,1.211680754347401,3026869030.2225146,-0.20226499425928868,0.4688997669982168,0.9989251909853023,0.13975868701132096,1.1386838779966233,0.3795612926655411,7,1038.04736328125,3.987873644302169,4.34252612501457,3.491648947844156,2.929903735603419,2.694815025712866,2.612034555426005,2.582334763417305
Kepler-756,122597885,1.0636804117844516,6742875154.529203,0.5,0.6062614785584218,19.054813091510624,0.6648154225918299,19.719628514102453,6.573209504700817,7,1465.96508789063,4.559463606761575,5.027291237940138,3.9437198395275126,3.210245429167891,2.8317285193456847,2.7150805868106604,2.68200001261536
TOI-2337,230001847,1.3248839254485598,4687560170.905552,0.5,0.7203772019931012,2.699943724297656,0.026029235999745402,2.725972960297401,0.9086576534324671,7,532.2099609375,3.2393346569935564,3.8008630649103097,2.5435336843502925,1.626276030994911,1.1801819018827846,1.047690274866787,1.0133742506647256
Kepler-391,290032428,1.3026485676029533,4284842144.92865,0.5,0.6963330197616725,8.07723053426008,0.22061603262841023,8.29784656688849,2.7659488556294964,7,858.283996582031,3.3032278609872345,3.816342586276267,2.651448536408003,1.8401614772649748,1.4345636646610656,1.3097031049743484,1.2758049603531496
Kepler-540,159452015,1.0629217255667673,4982453259.116568,0.31370171149177495,0.002487664582211363,1.2565143418236406,0.1750214621179258,1.4315358039415664,0.4771786013138555,7,382.981903076172,4.26676842243535,4.572135001835251,3.7812388123325946,3.2506165161116725,2.9592904779919884,2.884854468836465,2.85612683160542
Kepler-1225,122595850,1.1277652890098877,2928210785.224198,0.4312392675634387,0.008186417861298442,0.3965543056201622,0.1824328753872534,0.5789871810074156,0.1929957270024719,7,1274.88195800781,4.096154542652856,4.390978000434628,3.621248191457053,3.1287826560411807,2.8456650005071027,2.7717074544821814,2.742849694006525
Kepler-1473,290034635,1.1180457939567765,2545787592.9252424,0.5,0.11049751916386653,63.77249018432841,0.26719818057194883,64.03968836490036,21.34656278830012,7,653.815612792969,4.283768852337778,4.6143279200121246,3.7779435541860122,3.2380984220831004,2.9299756434216686,2.8470088121381854,2.8172243751329145
Kepler-924,122596334,1.1611111814114268,3706447970.9741063,0.20727689748936082,0.21223072006040175,4.7681345550977525,0.2418296780538493,5.009964233151602,1.6699880777172007,7,1080.09631347656,3.9568547415233124,4.277927721171949,3.471666345967564,2.9470059206040675,2.6798127800764764,2.6006387038987344,2.571173013088836
Kepler-198,122519154,0.9576977041451094,3356742390.498028,0.1613875288731836,0.03562465197947909,4.279306966282206,0.05068165919966445,4.329988625481871,1.4433295418272902,7,492.486694335938,5.093537383849815,5.4611051240509205,4.542495104872724,3.974854692355059,3.6321462243144023,3.546999652236117,3.5172515650560614
Kepler-746,122515955,1.2734444331071675,8556958866.425309,-0.09463782601688286,0.0,5.715872596105126,0.16687444803329024,5.882747044138417,1.9609156813794721,7,2752.44604492188,1.4219576777829879,1.8325373326008219,0.7971042078539625,0.07359210293104823,-0.3033960411325882,-0.3860266571851483,-0.40753380945268347
Kepler-1290,159450182,1.0371224884606534,4711309776.123594,0.13447377238883382,0.31976819642047577,3.6974534062306437,0.05269618452473865,3.7501495907553823,1.2500498635851274,7,1564.83447265625,4.702633095243235,5.087453557612866,4.157613225183828,3.533103254605486,3.217306835156126,3.12565814924314,3.095655433114795
Kepler-1352,290034960,1.1244549215363027,3344579564.5438027,0.2895428622044073,0.07766839134133853,1.0333221480426569,0.10142647077298789,1.1347486188156448,0.37824953960521496,7,666.110778808594,4.120982262957907,4.423988102161806,3.643731383066699,3.133264444070555,2.8590737775263397,2.784208737511974,2.755382517157945
Kepler-988,159446957,2.793096510373974,19952622.978607077,-1.0,3.0,22095.519760300638,9.250892140013812,22104.770652440653,7368.256884146885,7,306.400787353516,6.6683531454158995,7.650836802130314,5.71547496245876,4.307197051419756,3.868031503207534,3.6457689221374183,3.602035516859863
Kepler-1245,159449041,0.8523085334951481,4233528698.19189,0.23382208645377422,0.12952850870261345,4.790599351567714,0.07384619818019848,4.864445549747912,1.6214818499159707,7,801.748291015625,5.837494671874801,6.315051109815677,5.1831854582159425,4.496379521443761,4.061617643206429,3.9522132340344576,3.9177629173454296
Kepler-552,417659456,1.0347090533265924,4020720959.129447,0.22036910195882647,0.06926533610880109,1.2879609444232951,0.04630919739983226,1.3342701418231273,0.44475671394104244,7,853.418151855469,4.597674085606723,4.928444869317669,4.0910338807064015,3.5270916778473853,3.2237987731531152,3.144633944859212,3.115652191334962
Kepler-497,122605766,1.2541928209639848,3548133817.0334487,-0.019453999546947598,1.2897192620500566,13.585706432677501,0.09427658568478794,13.67998301836229,4.5599943394540965,7,1436.70166015625,4.296549093103344,4.858537426969963,3.63844640065839,2.822854007214546,2.4813562827648936,2.343554583147189,2.3077801559698043
Kepler-673,417657148,0.8786344615831687,4185992389.0758505,0.21537628509717582,0.1411332302551997,2.1857453690564306,0.056977488128483654,2.2427228571849143,0.7475742857283048,7,927.815002441406,5.655904180996516,6.109473104012299,5.025115243745364,4.3681857370355734,3.9558853088871646,3.851395080103644,3.8184825303468086
Kepler-489,122607554,0.8054509913189307,3074560072.221877,-0.011808618649378893,0.0,2.245253247269164,0.023128878301647275,2.2683821255708114,0.7561273751902705,7,366.986755371094,6.186640061669157,6.711771819597317,5.499759654559692,4.711885426228484,4.2428597335868306,4.1366914116268125,4.104372568637365
Kepler-619,417659212,0.9958617891391439,3170704080.7222,-0.12076847805995952,0.09370076781930964,5.733229911572925,0.06629620487226934,5.799526116445195,1.9331753721483984,7,904.743408203125,4.8750343667245035,5.228832286238018,4.344248138778785,3.824495105353523,3.526615794688196,3.4499113961678893,3.422067105290557
Kepler-849,417659078,1.2205661035345843,4770339158.358256,0.11382524294113416,0.1842785596782024,0.35010203085700037,0.003976066047584893,0.35407809690458525,0.11802603230152842,7,803.300048828125,3.3036141966524912,3.6125266467919213,2.8304673703918826,2.3197221163190975,2.0676636354178632,1.9928062936457074,1.964052632216151
Kepler-1403,122605691,1.1918917179677828,3818180651.94676,-0.27057020882927085,0.3598357265343412,11.628006363518535,0.19424753525709243,11.822253898775628,3.940751299591876,7,2189.57006835938,3.872849500613555,4.203386290630467,3.3914666416383605,2.8565707059340104,2.634107120244812,2.558882613669295,2.530581393639063
Kepler-684,122607324,1.0489145166657263,6223668667.24011,0.5,0.37424152492988283,2.1391442371609646,0.5038582227809919,2.6430024599419566,0.8810008199806522,7,1599.05786132813,4.546749790658251,4.963181234945367,3.9686353090809017,3.292722715592848,2.9323383445441387,2.8288099744327266,2.797333120362233
Kepler-773,122682991,1.059440575485611,2961196543.3062057,0.07207613168038642,0.1283365667821644,4.504450521614818,0.00681842956321708,4.511268951178035,1.503756317059345,7,546.728454589844,4.579830698380476,4.910575822784238,4.078624224995283,3.527140982437519,3.2438971616835404,3.1668880964767165,3.1384797058265788
Kepler-1120,159573412,0.7819381002431606,4624333975.714968,0.13960960037781983,0.0,1.6820250910575314,0.03267014726569074,1.7146952383232221,0.571565079441074,7,619.752258300781,6.33217875083708,6.88186831151367,5.62617771764536,4.808692164482413,4.322080964805804,4.206825978222145,4.16690234771607
Kepler-621,122706051,1.0340258889081155,7907011183.360306,0.5,1.504464640254064,23.47368679869947,1.0301763881600197,24.50386318685949,8.16795439561983,7,795.672546386719,5.389238561482198,6.087087644933878,4.5953665054929695,3.562716246312451,3.07793467495085,2.9041150284351067,2.8652737084234543
Kepler-1417,122707371,1.1508753162792578,5606553654.4232435,0.3399999938313269,0.3337790990211302,2.420849473889303,0.4386510105696225,2.8595004844589256,0.9531668281529752,7,990.227966308594,3.8651426747624877,4.235315781205635,3.3352977145149,2.737890713047429,2.429562351640965,2.3376633056491176,2.3065174465347473
Kepler-1148,159581434,0.7895507178724167,3084066236.464156,0.33999999557808774,0.0,5.331508028975513,0.43289871174118844,5.7644067407167014,1.9214689135722338,7,622.206176757813,6.31063641813704,6.850791256535422,5.611124223656913,4.828837640555813,4.344269897480501,4.22401425740026,4.1792562102342945
Kepler-1319,417676990,2.77574349108494,19952622.957053304,-1.0,3.0,43819.85287255017,9.267185653265976,43829.120058203436,14609.706686067811,7,103.779556274414,6.668353137121629,7.650836792873671,5.715474955056747,4.307197046457789,3.8680314990677025,3.6457689181154462,3.6020355128330395
Kepler-845,417676802,0.7738824005991788,2859965048.0181184,0.34000000000550396,0.0,7.067110182748347,0.5460422732459818,7.613152455994328,2.537717485331443,7,430.121459960938,6.4633963736506175,7.033442355546901,5.7406170226484985,4.911666944917139,4.4112884562767185,4.285726955369077,4.236027409584188
Kepler-527,159642269,1.1657289900186847,2475737559.090528,0.07014784254953792,0.042043394081218176,2.149244543639595,0.025522812542858826,2.174767356182454,0.724922452060818,7,745.115295410156,3.9631311979655264,4.23253217978141,3.5214053232208924,3.0656798041318694,2.8361558934416897,2.771611597199654,2.7438504966885193
Kepler-1520,417679385,0.7226807248825051,4317143859.250434,0.16999999607303684,0.0,4.058234146965994,0.0219429951686202,4.080177142134614,1.3600590473782048,7,579.314758300781,6.889363703594243,7.543133959414966,6.106740168717765,5.158438640214313,4.612318324604258,4.478060877378533,4.4301984749246275
Kepler-1515,417660218,1.3026765603721506,2543159926.3394227,0.24007056560827852,0.09999262880963844,1.4422794759424635,1.8560262055913432,3.2983056815338068,1.0994352271779355,7,543.904602050781,3.315984660463405,3.5720218018534964,2.8892951576391877,2.4974117660384803,2.2745328774258065,2.206907828906863,2.1778361282212706
Kepler-1069,417659970,1.1450352778629622,5645948914.566528,0.3399999993858283,0.3557498540299488,0.09366160011731654,0.21944585437030797,0.3131074544876245,0.10436915149587483,7,680.831604003906,3.919828801870191,4.2961097893709965,3.3849627337874315,2.7787259798914365,2.4670761355545636,2.373692363287622,2.342375263941315
Kepler-916,159581842,0.8871840014315616,4660930217.070742,0.4545203468804576,0.11859561565949939,3.1899096525777018,0.25783770890402286,3.4477473614817247,1.1492491204939081,7,814.159973144531,5.609628048344175,6.0569356451640886,4.984121699475559,4.290893390060091,3.865390262807144,3.7582857699416468,3.7237938527424634
Kepler-1302,417678115,0.8390060461599558,93569334.91371787,0.2690078801890246,0.0,6.4989455908369385,2.554115586635355,9.053061177472294,3.0176870591574314,7,629.689331054688,6.032262645980673,6.513488344304699,5.374916208885335,4.67540339064103,4.227852168320032,4.119380659419607,4.0827351000195256
Kepler-1424,122706631,1.032482086556289,5197007453.376151,0.4812753556519757,0.011232603631896,2.861269107398309,0.22264147732114628,3.0839105847194554,1.0279701949064852,7,662.617736816406,4.481646562408129,4.816090714536935,3.965193421505364,3.3850963591864915,3.055875697259601,2.9735297494035517,2.9439159347281043
Kepler-1356,159576968,0.799333001407229,5387207187.179762,0.5,0.0050871188616556,6.288845937202836,0.2769625774016201,6.565808514604456,2.188602838201485,7,811.430786132813,6.162186533340189,6.67173758907351,5.478105854979309,4.719690042939837,4.240031077617141,4.120550128459278,4.079519745971103
Kepler-795,122684233,0.9677274595537075,6328993964.917864,0.4716553366088994,0.0,18.321921056356043,0.24363971885388533,18.565560775209928,6.188520258403309,7,487.606323242188,4.8567302841635325,5.214468179094612,4.315648025230244,3.6860185788521855,3.327536430940662,3.2402125579911703,3.209266743571992
Kepler-820,122685803,1.3027545418974793,3650790156.1719728,0.5,0.5103113492965312,419.8623460071361,1.6327434463107284,421.49508945344684,140.49836315114894,7,1350.17370605469,3.2862638247618126,3.6865999881614377,2.7317976504965227,2.1336360981986133,1.8078156629515232,1.7041685792814685,1.671887277193083
Kepler-479,122682249,0.8384348464682266,3548133766.0973086,-0.17942999903019163,0.0,10.16939179805672,0.12353685867244174,10.292928656729162,3.4309762189097204,7,344.372894287109,5.850496302407404,6.324380259104037,5.208131606081249,4.539841390207857,4.120054723084472,4.026927527816714,3.999896274966696
Kepler-1332,159578257,0.9508293824024994,3180307436.141309,0.4452244987095454,0.00982470753865292,5.231136518101837,0.19965287836252524,5.4307893964643625,1.8102631321547875,7,522.297546386719,5.1966763308679935,5.5771482714936225,4.632362497419733,3.9829621268019677,3.603773869047411,3.5112606937187745,3.479377316933486
Kepler-774,122780849,1.570024626627688,4151105845.706699,-0.2492547985598685,0.0,4.447479729111641,18.393069528030995,22.840549257142637,7.613516419047546,7,1023.84130859375,2.71703266194475,2.981372636782479,2.2774437081387893,1.8378912529691407,1.630499789557718,1.5745539972070381,1.549135361283037
Kepler-68,417676622,1.0571209935863284,6841559410.109484,0.1680269162225414,0.071692503572423,1.626108729124972,0.003370139818448931,1.629478868943421,0.5431596229811403,7,143.977233886719,4.149472090918923,4.459513334132342,3.6660760119456035,3.138923121493525,2.8642377435697153,2.7897973917116023,2.7619240364159032
Kepler-1077,159574927,1.0505016622942889,3426235694.6268744,-0.1043984828558392,0.35586925292649946,16.65957962086582,0.11503242546249394,16.774612046328315,5.591537348776105,7,1112.25012207031,4.749016702506571,5.131306823701629,4.210158874846782,3.607187785594331,3.316779821923173,3.230001511680466,3.201131780846672
Kepler-1107,122716169,0.8078679687626615,7934713187.875492,-0.42854092150795686,0.0,0.6679433425103602,0.5251772621979031,1.1931206047082634,0.3977068682360878,7,427.120056152344,5.96505584724963,6.467291734607954,5.2976468423922825,4.525550371610393,4.090597684001423,3.999763463009444,3.9792714142858046
Kepler-607,159579593,0.8595652001965663,4309531305.770777,0.5,0.14352264783289895,6.309923243494901,0.2723199579872487,6.58224320148215,2.1940810671607167,7,506.005798339844,5.8426791490776475,6.324852356182265,5.1858638769946666,4.463806568253125,4.010636440685973,3.8957834581116697,3.8595484453927926
Kepler-783,159642390,0.909585973578865,3240193839.0915174,0.29114434291311486,0.008510478243799085,7.10446314113987,0.17166082327007087,7.276123964409941,2.425374654803314,7,506.4873046875,5.4040629814543735,5.803637995908408,4.8189846733464305,4.213301389284248,3.8283209886227554,3.734748385829455,3.703120498277969
CoRoT-10,405010127,0.89,3000000000.000001,0.26,0.0,12520.333829958612,,,,7,337.550140380859,5.532024452373353,5.946784678053898,4.931847606399723,4.319765752577899,3.923201882139063,3.827404600650427,3.7952820004511287
Kepler-839,159580625,1.234542200471033,3110836134.7568526,0.026413042269904458,0.31976487532513476,1.1841193564944938,0.17094172924669787,1.3550610857411918,0.4516870285803973,7,913.305908203125,3.7455646194592425,4.069750787261328,3.2683539763376257,2.754772494708799,2.512988889345063,2.4341909869806435,2.4044979026523814
Kepler-502,159578156,1.2002033362030278,3423859035.3158607,0.2068241888427087,0.35587287480469415,1.38896352402807,0.09206487739260943,1.4810284014206794,0.4936761338068931,7,1638.16137695313,3.886192379408012,4.232191045747326,3.3859118709437612,2.8430038220358544,2.571413777761913,2.4850561016275896,2.4545283322425755
Kepler-891,122713286,1.2675920497545048,3524281614.804743,0.5,0.47983208630402,11.621286479164148,0.21137203042172825,11.832658509585876,3.944219503195292,7,2205.15795898438,3.544992667688597,3.9294181852938226,3.0040747440472164,2.4345140267038405,2.1195965847813474,2.0190483518482365,1.9870352720227455
Kepler-728,159580427,1.0886594505270824,4848083918.843361,0.5,0.3827166315631747,15.565838211821294,0.33873312779109294,15.904571339612387,5.301523779870796,7,1662.63134765625,4.411009248710155,4.8182295324610385,3.8440314538601967,3.19552744496519,2.8479226784942853,2.7463772886772366,2.714524147719515
Kepler-1089,350810654,2.999811573350492,19952622.974980637,-1.0,3.0,24138.367744745457,10.141940113932357,24148.50968485939,8049.503228286463,7,261.745239257813,6.668353144020385,7.650836800572877,5.715474961213365,4.307197050584902,3.8680315025110033,3.6457689214607187,3.602035516182346
Kepler-157,122716806,1.0352769825217896,4002031107.265976,0.07503570197012309,0.1493015369687213,1.5779389333843645,0.00850211776889661,1.5864410511532612,0.5288136837177537,7,753.205688476563,4.64145198620614,4.98575430841074,4.1269409527316325,3.560890258118695,3.265977148592012,3.1859101378469648,3.1571843691931463
Kepler-75,122785299,0.9290839267861175,5882679694.265045,0.07482723496441585,0.729764571292354,8.410883705748597,0.06391036022633367,8.474794065974931,2.8249313553249773,7,793.8466796875,5.652269239424979,6.197654805374328,4.964432099958163,4.191929078928882,3.774429450190234,3.6470430332439596,3.6135859605420997
Kepler-1106,159649503,1.0727107243033627,3176278820.957458,0.25377708222952544,0.037929544403908194,0.7374946803726682,0.06828052897656438,0.8057752093492325,0.26859173644974416,7,1093.75341796875,4.424254844696011,4.7351223083821425,3.9360509829196575,3.400418080440768,3.1123987212039137,3.037194453244324,3.0085608019310706
Kepler-694,122713147,0.9633298577177293,3754524289.9121914,0.11592582772392182,0.17909404957955588,3.9979154257318266,0.0312021232147352,4.029117548946561,1.343039182982187,7,969.625793457031,5.138073925688207,5.534435892304647,4.566830696996884,3.9644015724743027,3.6159215331917696,3.52415259493378,3.4939480181563107
Kepler-901,122712179,2.5876819870218695,19952622.971049175,-1.0,3.0,19199.927522657337,7.659969297727557,19207.587491955066,6402.529163985022,7,254.539779663086,6.6683531425074865,7.6508367988844395,5.71547495986322,4.307197049679825,3.8680315017558873,3.6457689207271002,3.602035515447844
Kepler-620,350737935,1.1559327958798875,3308680677.948559,0.3399999971723224,0.23338506453557312,3.384675528114783,0.15806781657303695,3.5427433446878203,1.1809144482292735,7,1300.93505859375,4.05507928436313,4.388704223567143,3.557299814451459,3.022437815500668,2.7374767653357894,2.6535804664808262,2.6235425493440117
Kepler-1435,159647919,1.2158549900512357,2845303296.7095633,-0.047594111776888916,0.08170846846059508,1.3686721956462344,0.11351646447363128,1.4821886601198657,0.4940628867066219,7,686.96337890625,3.677725730533909,3.9396435855528824,3.250229214435117,2.8145197880375585,2.60739465260257,2.545346503044366,2.517497908164634
Kepler-191,159647213,0.8300571469724288,4898676367.687079,0.4329458425667845,0.0,0.9209104390977149,0.09250228674859598,1.0134127258463108,0.3378042419487703,7,590.639709472656,5.914412125535658,6.387122379419563,5.26273267800458,4.564932583865032,4.113908504961678,4.003531380853624,3.9663590294218105
Kepler-1324,137090755,0.7447168172302391,2746016468.7465463,0.5,0.0,2.956666007698357,0.21330939051747688,3.1699753982158336,1.0566584660719445,7,478.559204101563,6.731730661960059,7.359160246164313,5.967235115141737,5.075841321812023,4.545379735215654,4.405508437830054,4.342874379383136
Kepler-634,137089993,1.1317307366599547,5751181484.559497,0.339999990216844,0.006597083622860525,1.6457138296723504,0.3375066811111848,1.9832205107835352,0.6610735035945118,7,898.430480957031,3.715933445484592,4.007688561798489,3.2451321669283906,2.744231077509489,2.468332700341092,2.39641910548195,2.367366753459647
Kepler-657,159643991,1.1102147367959116,5221994264.558751,0.5,0.4658920126150354,5.391507056826881,0.35897898919791316,5.750486046024794,5.750486046024794,5,1604.92700195313,4.281804416677222,4.703248747470077,3.705974594809387,3.048280195002041,2.699112185533147,2.5937798597254758,2.5613175233238916
Kepler-1704,350738167,1.1354531180404532,7426633231.505257,0.3268879260748659,0.22703008525240614,4.278430658730942,0.017458830558786446,4.295889489289729,1.4319631630965761,7,826.031311035156,3.6541453001317565,4.003967106902147,3.1376178138447024,2.5562951167997725,2.253293063429483,2.167442324844674,2.1366725190532447
Kepler-572,350738817,0.8264856480263493,3732890170.89471,-0.029187612018103826,0.0,3.4448020705085036,0.10810253104455571,3.552904601553059,1.1843015338510197,7,503.947814941406,5.962580657188174,6.4511341883646764,5.304829291952163,4.594073039112659,4.154778301129885,4.05465187652358,4.023934983729521
KOI-1257,159647910,1.2139397034705817,9530180448.099361,0.5,0.6183769603835525,16.22858971691167,0.10893599508907233,16.337525712000744,5.445841904000248,7,2579.25146484375,2.5708999408772026,3.0694824212877667,1.932878499697886,1.1459221422689758,0.7520087622242871,0.6327479807193688,0.5989593546554414
Kepler-1354,137096633,1.1653603459659452,2944107823.867545,0.5,0.36813231568496363,6.236232266270624,0.22095284285024674,6.457185109120871,2.152395036373624,7,1101.009765625,4.145915068002646,4.518975737924495,3.6117256764821724,3.041190421750737,2.7251991454644022,2.629502206022652,2.5982270800531286
Kepler-1612,159646633,0.9333543399447194,4307905659.537317,0.13067424140004788,0.1407591477019982,2.808399775546802,0.01930247392767945,2.8277022494744815,0.9425674164914938,7,772.608825683594,5.263903357399205,5.669594029151559,4.6811022159530085,4.079497373042526,3.7161518448250854,3.622933301623384,3.5924613970145933
Kepler-1442,350811132,1.3399559439042212,3279824750.351045,-0.11682932010580481,0.0,1.3215913871264817,8.21561920463279,9.53721059175927,3.17907019725309,7,605.167419433594,3.1200679567133136,3.360511989221047,2.71024310185088,2.2978924598998525,2.106226174129537,2.0507216104876163,2.0236998728988747
Kepler-1294,159721015,1.1717507653982442,4202637606.1942005,0.5,0.4358838457063387,12.139283925567451,0.3189288059475273,12.458212731514978,4.152737577171659,7,1703.98901367188,3.9835189212107602,4.380722292951556,3.429985339007159,2.8224621209748713,2.493122636988322,2.3922781746967723,2.3604383980712855
Kepler-945,159715997,0.9822201757761055,4979379544.57184,0.20895926843468302,0.0704221100227935,0.39038407282154663,0.06367949895325235,0.454063571774799,0.151354523924933,7,1575.232421875,4.863020737912418,5.217524722024969,4.329937865763981,3.743020742410779,3.4140680152719227,3.3301161224926528,3.3003760526396886
Kepler-762,159725995,1.173286756420922,4017431306.0591745,-0.2857716966835114,0.5627085704794936,8.912764241980739,0.11627811396956805,9.029042355950306,3.009680785316769,7,1820.69299316406,4.105578376229397,4.488937527581964,3.5817494203227964,2.9817884794113065,2.7353738528932503,2.6475021230667353,2.618026678723831
Kepler-1284,159726546,0.8714687278060961,4090905145.6582055,0.23601052095132383,0.46833937286405564,3.276298244880369,0.06343965274496216,3.3397378976253314,1.1132459658751104,7,861.035278320313,5.974472780561124,6.516899478091249,5.273911576703717,4.502759113522085,4.046772918250538,3.919883521000003,3.884230611692606
Kepler-1184,159725400,1.0408602667011213,3606303939.5956755,0.23965104438701013,0.034097982807464136,0.7256165878892697,0.07908875992781708,0.8047053478170868,0.26823511593902893,7,1173.3818359375,4.572784623511375,4.894335705409336,4.073493635498904,3.5199416234467296,3.2199861930365827,3.1428791615456193,3.1140710822354944
Kepler-1374,159722311,0.8318204941291775,7250014783.973289,-0.6717601257178378,0.0,5.043282208261573,0.48855567209404555,5.531837880355618,1.8439459601185393,7,1097.19812011719,5.724250725938759,6.173668913780233,5.103882981514744,4.425222500660084,4.0470774642325225,3.9672066557355805,3.9487267054448623
Kepler-612,159723305,1.1230005149795639,5818022992.509566,0.27097042567734503,0.5343173175110042,2.603333144732345,0.1758363080702619,2.779169452802607,0.926389817600869,7,1390.35437011719,4.179023216676175,4.597053164001234,3.6128614330207425,2.9509835413580126,2.625795419815325,2.52266917221879,2.490629739035938
Kepler-323,137150039,1.050501671261171,4819279231.394809,0.009502426294044635,0.0,0.6914918460157937,0.06662621799358694,0.7581180640093806,0.2527060213364602,7,460.7802734375,4.334903667036249,4.628530352167112,3.86497479646617,3.3654501828749646,3.1070379239807218,3.0405567072055333,3.0134181731748773
Kepler-100,159654016,1.08,6460000000.000002,0.02,0.0,2318.3444903509767,,,,7,303.608978271484,3.951504861388135,4.2303614200149875,3.497067888565194,3.0196000695355245,2.776882261466326,2.7130994213573025,2.685987542909978
Kepler-1295,159723041,0.8577751222511815,9966854853.80709,-0.4657677724186554,0.4053751169383631,0.7858310193945568,1.113957849753831,1.8997888691483877,0.633262956382796,7,1118.26220703125,5.652497307488039,6.120757229591888,5.0181690761933755,4.333690780408616,3.972432497823702,3.8680704751538952,3.840338868829279
Kepler-1600,137151626,0.8501820987347745,11476942188.082458,-0.3102654568699727,0.5846081338945809,7.076773904463466,1.2832770637121613,8.360050968175628,2.7866836560585426,7,995.52880859375,5.809869124204746,6.322827183554095,5.132235947460301,4.37376777308022,3.979259880003941,3.860248289458054,3.828759504181966
Kepler-906,137154728,1.0710389166481986,1842824452.7959003,0.022967707675135465,0.0,0.595486722998247,0.013991514739026269,0.6094782377372733,0.30473911886863664,6,755.93603515625,4.517263475009259,4.814397893944728,4.0421583504723735,3.5392067030785874,3.2754872891916116,3.207761139871779,3.180475183976144
Kepler-1590,26416803,1.0374238565735885,3162278337.2265325,0.3413166247590352,0.0,42.99853143118426,0.12194496086329024,43.12047639204755,14.373492130682516,7,775.788818359375,4.622376401253699,4.94445849600668,4.11917503440408,3.5557637048789164,3.2430885874388626,3.164568621215348,3.135362366539159
Kepler-93,137151335,0.942211756976455,6477100198.345349,0.15068786247373045,0.0,2.48085136534695,0.12897599572489404,2.609827361071844,0.8699424536906147,7,95.8397521972656,4.964585365960005,5.319394153861982,4.427481208902957,3.8723140749835316,3.538020814568645,3.45686099636373,3.4273812649911726
Kepler-1053,137152419,0.6753387909267519,4737984843.83444,-0.2327082278501788,0.05498246837588215,0.8707714890151071,0.2046561358630795,1.0754276248781867,0.35847587495939554,7,150.366714477539,7.312190844420356,8.047301789456577,6.471499271665272,5.447578693083128,4.841502687413288,4.702668990784849,4.661848277486676
Kepler-772,137150277,1.1262296732516013,8023077287.54073,0.5,0.40742917989670735,4.648768335314826,0.24328977113032643,4.892058106445153,1.6306860354817176,7,1078.21374511719,3.7788307448979417,4.191015910125428,3.2098315044476964,2.5618599205159294,2.215515995567096,2.113741112095711,2.081072297081023
Kepler-775,137211068,0.9109485360426882,1808877928.2625465,0.36052120073934635,0.0,6.855537374303909,0.16859981779127897,7.024137192095187,2.341379064031729,7,394.226348876953,5.479530822806175,5.885685084907945,4.887953679156866,4.265352070689651,3.8691137597418535,3.7731815089768697,3.7407421264902947
Kepler-683,137149476,0.9806333102083307,3909656273.3438497,0.1278046656749754,0.18348906150533364,3.912559985198334,0.0576639143265307,3.9702238995248647,1.3234079665082883,7,981.559875488281,5.028310866728401,5.414132587319285,4.469256210758604,3.8634346890751585,3.5249395220965356,3.4348845700389745,3.4047746952503264
Kepler-889,26474039,1.1816292225944143,3895866511.852549,0.3400000125359241,0.25629283016483007,49.80386906725772,0.026682284456342607,49.830551351714064,16.610183783904688,7,585.9345703125,3.8334128563088856,4.169148928174206,3.334801932824292,2.801556446377215,2.517613679463597,2.432893241188161,2.402617420021359
Kepler-398,137155210,0.7063394291523605,3289018593.331078,-0.22058846253280187,0.0,3.9560049612713564,0.189060152862228,4.145065114133584,1.3816883713778614,7,176.666549682617,6.9926551383559765,7.654661491132096,6.196867381655151,5.259140685058697,4.680800091358599,4.557030855439299,4.5232641981801285
Kepler-1256,159763320,1.213852449458767,3615189937.986124,-0.3317557729692736,0.35654151082466745,6.984517828908597,0.15801506412117539,7.142532893029773,2.380844297676591,7,875.933654785156,3.784552335966495,4.108625171227677,3.3123126898820527,2.7847277622608617,2.573302404451865,2.5003346301101157,2.472122737666138
